#MenusAndUI

sytx901	&New Game
lmve060	Μα.. ωχ-ωχ, Θα σου πω κάτι...Δεν με ενδιαφέρει αν η κάρτα σου δεν αξίζει 100%...
lmve061	Αρκεί να δείχνει σωστή, με κατάλαβες;
lmma062	Νομίζω.
lmma063	Λοιπόν, που μπορώ να βρω μια πλαστή κάρτα του σωματείου;
lmve064	Πιο σιγά τη φωνή σου αγόρι μου!
lmma065	Μα, είπες...
lmve066	Ποτέ δεν είπα τέτοιο πράγμα!
lmve067	Υπάρχουν υπάνθρωποι που κρύβονται στις σκοτεινές γωνιές αυτής της πόλης που θα έδιναν σε κάποιον σχεδόν οτιδήποτε θελήσει...
lmve068	Μα δεν γνωρίζω κανέναν τους!
lmma069	Τι γίνεται μέσα σε αυτό το μπουκάλι; Ένα καράβι ρυμουλκό;
lmve070	Αυτό τυγχάνει να είναι ένα τέλειο αντίγραφο του SS Lumbago!
lmve071	Απλά έχω ένα μικρό πρόβλημα να κάνω τη δοκό επιβίβασης να χωρέσει στον αυχένα, εδώ...
lmma072	Χμ-αυτό είναι αστείο γιατί το lumbago είναι συνήθως ένα πρόβλημα στην κατώτερη πλάτη παρά στον αυχένα...
lmve073	Εε-χμμμμ;
lmma074	Τίποτα.
lmma075	Καλύτερα να πάω να τελειώσω το πακετάρισμα.
lmve076	Ναι, εντάξει, παλικάρι μου.
hbtx001	door
hbtx002	door
hbtx003	door
hbtx004	door
bwtx001	door
bwma005	"Λόγω της νέας απαγόρευσης κυκλοφορίας, ο ανελκυστήρας σταματά να λειτουργεί με τη δύση του ήλιου".
bwma006	Απαγόρευση κυκλοφορίας;!
bwma007	Ποιος διευθύνει αυτό το μέρος τώρα;
bwma008	Αυτός ο ανελκυστήρας πάει πάνω στο club μου.
bwtx002	door
bwtx003	bridge
bwtx004	bridge
betx002	sign
bema003	"Blue Casket...(μπλε φέρετρο)"
bema004	...απλά δεν κάνει τον πάταγο του "Calavera Cafe," ξέρεις;
betx001	door
betx005	door
bema006	Έξτρα-χοντρές πόρτες για να μην διαρρέουν πληροφορίες.
biol396	Calavera; Τι κάνεις εδώ;
biol397	’κουσα ότι έκανες ΜΠΑΜ στο Zapato, Μπαμπά!
bima398	Ο Hector LeMans προσπάθησε αλλά αστόχησε, τώρα είναι η σειρά μου.
bima399	Κατευθύνομαι στο El Marrow για να τον βγάλω εκτός κυκλοφορίας.
biol400	Manny, εκείνο το μέρος έχει αλλάξει--δεν ξέρεις που πας να μπλέξεις!
biol401	Καλύτερα να έρθω μαζί σου.
biol402	Μόνο ένα λεπτό να ετοιμαστώ.
bima403	Ok, αλλά αν ακούσεις μια δυνατή έκρηξη σύντομα, το ταξίδι ακυρώνεται.
bima001	Λοιπόν, πως σου φάνηκε το ποίημα;
bisl002	Μου άρεσε.
bisl003	Ήταν λυπηρό και όμορφο, σαν την μητέρα μου.
bial004	Το περιφρόνησα.
bial005	Ήταν πολύ μικρό και δεν μου έλεγε τίποτα...
bial006	...σαν τον πατέρα μου.
bigu007	Δεν είχα κανένα συναίσθημα για αυτό.
bigu008	Ήταν ακατάδεκτο και γλειφόταν πολύ...
bigu009	...σαν τον γάτο μου, τον κύριο Trotsky.
biol010	Το Rusty Anchor (σκουριασμένη άγκυρα);
biol011	Manny, Δεν ήξερα ότι είσαι εξοικειωμένος με την αρχική μου δουλειά...
biol012	Συνήθως δεν κάνω τα παλιά, αλλά αυτό θα το κάνω, μόνο για σένα.
biol013	Πάλι; Manny, οι σταθεροί πελάτες μου βαριούνται!
biol014	Μόνο μια φορά ακόμα!
biol015	Ο αέρας τρυπά το κύτος μου
biol016	Ένα παγόβουνο, μια βελόνα.
biol017	Γλυκό ψιθυρισμένο τίποτα
biol018	"Σαλπάρισε απόψε!"
biol019	Μια καταιγίδα!
biol020	Αυτό το επιθανάτιο λιμάνι.
biol021	Από την αγάπη της σκουριασμένης άγκυρας,
biol022	Για πάντα αραγμένο.
bima023	Δεν είμαι σίγουρος ότι ξέρω τι σημαίνει.
biol024	Ευχαριστώ
bisl025	Αλλά δεν βλέπεις;
bisl026	Όταν η κυβέρνηση φεύγει, το ίδιο κάνουν και οι μπελάδες.
bigu027	Α, χαζομάρες. Πάντα θα χρειαζόμαστε μια οπλισμένη δύναμη να μάχεται την επιστροφή του καπιταλισμού!
bial028	Αυτού του είδους ο φασιστικός τρόπος σκέψης είναι τόσο νεκρός όσο και εσύ, σύντροφε.
bial029	Όταν ξεφορτωθούμε όλα τα όπλα, τότε είναι που οι άνθρωποι θα αρχίσουν να αυτο-αστυνομεύονται, και η κοινή γνώμη και μόνο θα τους αποτρέπει από το να διαπράττουν εγκλήματα!
bima030	Hola, διαχειριστές κεφαλαίων!
bisl031	Εϊ, κοίτα ποιος κάνει σκηνή!
bisl032	Είναι ο Manny Calavera, η καρδιά του Nouveau Riche.
bial033	Δίνε του, ρόμπα.
bial034	Μιλάμε για πράγματα που δεν θα καταλάβεις, όπως η αλήθεια και η ομορφιά!
bima035	Buenas noches, σύντροφοι.
bigu036	Εϊ, Manny, χωρίς παρεξήγηση, αλλά δεν έχουμε χρόνο για αναγνωρίσιμους τύπος σαν εσένα.
bima037	Τι σας κάνει ρε παιδιά να νομίζεται ότι είμαι τόσο αναγνωρίσιμος;
bisl038	Βρωμάς μπέικον και καταπίεση δικέ μου!
bima039	Que?
bima040	Εϊ, παιδιά!
bigu041	Συγγνώμη, Manny.
bigu042	Δεν υπάρχει χώρος για μπουρζουάδες στην επανάστασή μας.
bisl043	Ναι δικέ μου. Καθόλου χώρος για τη χοντρή γάτα από το πάρτυ που δεν έστειλε προσκλήσεις στην εργατική τάξη.
bima044	Hola!
bisl045	Και τι με αυτό, Κύριε Ρουλέτα, Κύριε Γκρουπιέρη, Κύριε Μ'αρέσουν-Τα-Μήλα-Αλλά-Μισώ-Τους-Ξεφλουδιστές;
bisl046	Πάρε μια ανάσα από τα προνόμιά σου, τις μεγάλες φαμφάρες του τίτλου σου...
bisl047	Θα ξερνούσα, αλλά δεν έχω φαί στην κοιλιά μου γιατί δεν παίζω το παιχνίδι του!
bisl048	’κουσα ότι ο ιδιοκτήτης του station wagon, ο ιδιοκτήτης του μακαρονοποιητή...
bisl049	Το τρύπιο κουφάρι ενός γάτου που θυμάται να κουμπώσει το κολάρο του, αλλά ξεχνάει τον αδελφό του που είναι στο δρόμο.
bisl050	’λλη μια επίσκεψη από το φάντασμα του καπιταλισμού, κουδουνίζοντας τις αλυσίδες που τον κρατάνε δέσμιο, τον ομφάλιο λώρο του στο πανίσχυρο δολλάριο...
bisl051	Βάλε το "Man"(άντρας) στον Manny, και από εδώ και πέρα θα έχεις ψυχρή αντιμετώπιση.
bisl052	Ωω, χάσου.
bima053	Εϊ, σας έχω πει ποτέ παιδιά ότι μου θυμίζετε το φίλο μου...
bima054	...SALVADOR LIMONES;
bisl055	Ο Salvador Limones είναι παραμύθι, μια τρομακτική ιστορία που Αυτός λέει στον κόσμο για να τον κοιμίζει...
bial056	Βλάκα!
bial057	Ο Salvador Limones είναι αληθινός, και πολύ σπουδαίος, σπουδαίος άνδρας.
bima058	Επίσης γράφει και περίεργα γράμματα.
bial059	Τι είναι αυτό;
bial060	"Εγώ ο Salvador Limones... Σας χαιρετίζω; Manuel Calavera;"
bigu061	"Ένας σπουδαίος σύμμαχος σε αυτήν την ευγενή επανάσταση;"
bial062	Πραγματικά γνωρίζεις τον Salvador Limones;
bial063	Πως είναι;
bigu064	Γιατί δεν μας είπες ότι είσαι μαχητής της ελευθερίας, Manuel;
bima065	Δεν μπορώ να μιλάω για την μυστική μου δραστηριότητα, αλλιώς θα τους βάλω όλους σε κίνδυνο.
bial066	Ουάου.
bisl067	Βαρύ.
bima068	Εϊ, Αα-Πρέπει να του δίνω, οπότε χμμ...
bima069	(Viva la Revolucion!)
bial070	Ωω, δικέ μου!
bima071	Τρελός.
bima072	"Οργανισμός Μόχθου και Ανταρσίας... Με απλά λόγια!"
bima073	"Κεφάλαιο Πρώτο:"
bima074	"Οι εργάτες θα ελέγχουν τα μέσα παραγωγής..."
bima075	Ωουυ, καλύτερα να μην το δείξω αυτό στον Glottis.
bima076	Μοιάζει πολύ στεγνό. Θα το φυλάξω για το βράδυ πριν πέσω για ύπνο.
bima077	Σας πειράζει "γάτες" αν ρίξω μια ματιά σε αυτό το βιβλίο για λίγο;
bigu078	Κάνε τη δουλειά σου αδερφέ μου.
bima079	Εϊ, μπορώ να δανειστώ αυτό το βιβλίο;
bial080	Γιατί; Για να φρικάρεις με τα σχέδιά μας για οργάνωση της δουλειάς και να πας να μας καρφώσεις στο φιλαράκο σου, τον Αρχηγό Bogen;
bima081	Εϊ, απλά ψάχνω κάτι να διαβάσω στην τουαλέτα, εντάξει;
bial082	Δεν το ρισκάρω.
bima083	Φαίνεται ότι είναι βραδιά "ανοιχτού μικροφώνου".
bima404	Απλά δεν μπορώ να το κάνω χωρίς κοινό.
biol405	Θα το κάνω;
bima406	Olivia!
bima084	Εϊ, κοίτα!
bima085	Ψόφιοι κοριοί!
bima086	Κι άλλες "γάτες"...
bima087	Δεν είναι τέτοιου είδους bar.
bima088	Γεια, πως σε λένε;
bima407	Μια από αυτές τις μέρες, θα μπω εκεί μέσα.
bima089	Αα, η φωλιά της αγάπης.
biol408	Έφτασε η ώρα να φύγουμε;
bima409	Όχι, έχουμε ένα προβληματάκι με το αυτοκίνητο--
biol410	Πέρασε όταν έρθει η ώρα!
bima090	Σε πειράζει αν μπω μέσα;
biol091	Δεν θέλεις να μπεις εκεί μέσα.
biol092	Δεν έχω καθαρίσει ακόμα.
bima093	"Blue Casket (Μπλε Φέρετρο)"
bima094	Μακάρι να είχα ονομάσει το club μου ΕΤΣΙ!
bima095	Αλλά όχι, έπρεπε να χρησιμοποιήσω το δικό μου όνομα, σαν βλάκας.
bima096	Αυτό θα προκαλούσε πολλές σπίθες, σπασμένα γυαλιά και νευριασμένους επαναστάτες.
bima097	Αφού δεν ανακατεύομαι με τα πράγματα της Olivia, δεν ανακατεύεται και αυτή με τα δικά μου. Αυτή είναι η συμφωνία.
bima098	Είναι η Olivia Ofrenda.
bima099	Όχι το κορίτσι του Max. Αποκλείεται.
biol100	Τι είναι αυτά; Ποιος είναι ο Salvador Limones;
bima101	Olivia, τι είδους επαναστάτρια είσαι;
biol102	Ποιος είπε ότι είμαι επαναστάτρια;
biol103	Θα πρέπει να μελετήσω, μπορεί να ενθουσιάσει τους πελάτες...
bima104	Ωωωωχ, μυρίζει λες και η πόρτα οδηγεί στην κουζίνα.
bima105	Αυτή είναι η έξοδος.
biol220	Πες μου Manny...
biol221	Τι ΚΑΝΟΥΝ οι μεγαλοαστοί;
bima222	Καλά, πως είναι ο Max;
biol223	Ωω, Παππού, μην αρχίζεις.
bima224	Τι κάνεις με ένα φίδι σαν τον Nick;
biol225	Θα σου εξηγήσω, Manny, αλλά εε, δε νομίζω ότι θα καταλάβεις.
bima226	Το να χαζολογάς με το δικηγόρο του φίλου σου είναι αρκετά επικίνδυνο.
biol227	Ω, ίσως έκανα λάθος...
biol228	Καταλαβαίνεις!
bima229	Ανησυχώ λίγο για τη Lola...
biol230	Είναι καταδικασμένη, Manny.
biol231	Ερωτεύθηκε τον Maximino!
biol232	Αυτό είναι ένα λάθος που ποτέ δεν έκανα.
bima233	Πιστεύεις ότι ο Nick θα της έκανε κακό;
biol234	Μόνο άμα την βρει, και άκου με που σου λέω--δεν είναι καλός στο να βρίσκει πράγματα.
bima235	Η βραδιά ανοιχτού μικροφώνου φαίνεται ότι έχει μεγάλη επιτυχία.
biol236	Πάντα παίρνει λίγο χρόνο σε αυτές τις φοβητσιάρικές ψυχές για να ξεσηκωθούν.
bima237	Ίσως θα βοηθούσε αν ανέβαινες εσύ επάνω για να πάρει τα πάνω του;
biol238	Ωω, Manny.
biol239	Να διαβάσω ποίηση στο ίδιο μου το club;
biol240	Θα φαινόταν λες και όλο αυτό το μέρος ήταν ένας μεγάλος ναός λατρείας για μένα.
bima241	Ωω, έλα τώρα. Μόνο ένα ποίημα. Σαν παράδειγμα για τα ντροπαλά παιδιά.
bima242	Ωω, έλα--
bima243	Εϊ, τι θα έλεγες για ακόμα ένα ποίημα;
biol244	Είμαι στεγνή ως το κόκαλο, στέρεψα από ποιήματα!
bima245	Απλά ξεκίνα πάλι από την κορυφή, κάθε φορά γίνονται και καλύτερα.
biol246	Αλήθεια;
bima247	Είναι λίγο σκοτεινά εδώ μέσα, δε νομίζεις;
biol248	Σκοτεινά και κρύα, σαν τις καρδιές των αντρών.
bima249	Ουχ...
bima250	Ξέρεις, σκέφτομαι να αγοράσω αυτό το μέρος.
biol251	Αλήθεια, εγώ σκέφτηκα κάποια στιγμή να αγοράσω το δικό σου.
biol252	Αλλά, μετά απλά αποφάσισα να ζητήσω στο αγόρι μου τον Max να μου το αγοράσει.
bima253	Μπορείς να το πάρεις. Φεύγω από την πόλη.
biol254	Manny!
biol255	Ακούγεσαι τόσο ενθουσιώδης ξαφνικά!
biol256	Γιατί φεύγεις από την πόλη;
bima257	Johnny Law, μωρό μου. Βλέπεις, είμαι κλεφτρόνι. Είμαι κακά νέα.
biol258	Ναι καλά...
biol259	Τρέχεις πίσω από αυτή τη γκόμενα φάντασμα, όλοι λένε ότι είσαι ακόμη τόσο νευρικός μαζί της.
bima260	Κυνηγώ μια γυναίκα που γνώρισα μια φορά και δεν μπορώ να ξεχάσω.
biol261	Έχω ένα ποίημα που έγραψα μόνο για σένα.
biol262	Δώσε βάση γιατί είναι πολύ μικρό. Πάμε...
biol263	Chuuuuuuuummmmmmmm-P!
bima264	Θα σε δω μετά, κοριτσάκι.
biol265	Συνέχισε την εξάσκηση, δικέ μου, θα το πιάσεις!
biol266	Ok!
biol267	Ζωντανοί!
biol268	Κοιμηθήκαμε!
biol269	Η ζωή είναι μόνο ένα ανοιγόκλειμα του ματιού
biol270	Σε ένα ζεστό, άνετο κρεβάτι...
biol271	Θαμμένοι!
biol272	Ξυπνάμε!
biol273	Το όνειρο της σάρκας τελείωσε, Μπαμπά!
biol274	Τώρα που είμαστε όλοι τρελοί νεκροί!
biol275	Στάχτες σε στάχτες
biol276	...σε στάχτες
biol277	σε στάχτες...
biol278	...σε στάχτες
biol279	σε στάχτες...
biol280	...σε στάχτες
biol281	σε στάχτες...
biol282	σε ΜΕΝΑ...
biol283	...σε στάχτες
biol284	σε στάχτες...
biol285	...σε στάχτες
biol286	σε στάχτες...
biol287	Ονόμασα τη γάτα μου "Boney."
biol288	'Μέχρι που μου είπε ότι δεν της κάνει.
biol289	Είπα, "Γιατί;"
biol290	Και αυτή μου είπε, "Αδελφή,
biol291	'Γιατί έτσι φωνάζω ΕΓΩ ΕΣΕΝΑ!"
biol292	Ok, ένα τελευταίο φίλοι μου.
biol293	Με κοκαλιάρικά χέρια κρατώ τον σύντροφό μου
biol294	Πάνω σε άψυχα πόδια διασχίζουμε το πάτωμα
biol295	Η μουσική σταματά σαν για να απαντήσει
biol296	Ένα άδειο χτύπημα στην πόρτα
biol297	Έμοιαζε το δέρμα του γλυκό σαν μάνγκο
biol298	Όταν τον κράτησα για τελευταία φορά στο στήθος μου
biol299	Αλλά τώρα χορεύουμε αυτό το μακάβριο χορό
biol300	Και θα περάσουν τέσσερα χρόνια προτού αναπαυθούμε
bima301	Ήταν τέλειο.
biol302	Ναι, αλλά είναι το τελευταίο!
biol303	Αλήθεια, αυτή τη φορά. Δεν έχω άλλο.
biol304	Τραλαλά.
biol305	Ντουμπι ντουυυυ...
biol306	Μοναδικότητα.
biol307	Ολότητα.
biol308	Παντοτινότητα.
biol309	Τα δόντια μου...
biol310	Το Σκοτάδι...
biol311	...κόκαλα... κόκαλα... κόκαλα...
biol312	...στάχτες σε στάχτες...
biol313	Πονάω.
biol314	Γιατί;
biol315	Ή μήπως είναι;
biol316	Μπορείς να δεις αυτό που μυρίζω;
biol317	Είσαι εσύ; Ή είμαι εγώ εσύ;
biol318	Το Κέντρο...
biol319	Αργοπορεί...
biol320	Αυτοί, εκείνοι.
biol321	Σημαίνει!
biol322	Τίποτα.
biol323	Γυναίκα;
biol324	Μπορείς να ακούσεις το βάσανό μου;
biol325	...άφεση!
biol326	Χα!
biol327	...και αύριο;
biol328	Δεν είμαι νεκρός.
biol329	Είμαι κάτι παραπάνω από νεκρός.
biol330	Κουλουριάζομαι σε μια γροθιά.
biol331	Που σπάει μέσα στο κρανίο μου...
biol332	Δεν γελάω από χαρά.
biol333	Είμαι άρρωστος, και για αυτό εγώ είμαι ο υγειής.
biol334	Σήκω πάνω!
biol335	Συγχυστείτε!
biol336	Σπάστε τον καθρέφτη με τη σιωπή σας...
biol337	...ένα, πετρωμένο δάκρυ...
biol338	...για ποιο σκοπό;
biol339	Ακούει Εκείνος; ΕΔΩ;
biol340	Μπορεί να είναι χθες;
biol341	Συγχώρησε αυτές τις πέντε αμαρτίες...
biol342	Να τρως μόνο αράχνες και φύλλα...
biol343	...αηδιαστικό...
biol344	...ματαιότητα...
biol345	...ομορφιά, μια στρογγυλότητα;
biol346	...μέσα σε ένα όνειρο μέσα σε ένα όνειρο...
biol347	Σκότωσε τον πόνο. Πόνος. Σκότωσε.
biol348	Το ψέμα.
biol349	Είμαι η αποτυχία σου.
biol350	Αγνόησε με.
biol351	...σου τρώω το μυαλό...
biol352	Ωω, ναι.
biol353	...και τι χειρότερο...
biol354	Bee-bop.
biol355	Ske-bee bop, BOP!
biol356	Με άκουσες.
biol357	Εγώ, ο ίδιος...
biol358	Εσωτερικότητα.
biol359	Παρατηρώντας.
biol360	Ξύπνα.
biol361	Πέφτοντας...
biol362	ΜΠΟΡΕΙΣ ΝΑ ΜΕ ΑΚΟΥΣΕΙΣ ΠΟΥ ΔΕΝ ΛΕΩ ΤΙΠΟΤΑ;
biol363	Έκρηξη.
biol364	Yo soy un hombre sincero.
biol365	...γυρνώντας το πολεμικό καράβι...
biol366	Μην χαϊδεύεις τη γάτα έτσι.
biol367	Είμαι πολύ συγκινημένη!
biol368	Μου το είπες στον ύπνο σου.
biol369	Δεν μπορώ να το αντέξω...
biol370	Είχατε χαϊδευτικά ονόματα ο ένας για τον άλλον;
biol371	Στο σφαγείο της ψυχής μου...
biol372	Ζητώ βοήθεια...
biol373	Πονώντας.
biol374	Μόνος.
biol375	Εκλιπαρώ για απογοήτευση.
biol376	Ενοποίησε, επανόρθωσε.
biol377	Κάν'το, μωρό μου.
biol378	Κάν'το.
biol379	...και για πάντα...
biol380	Θλιβερό.
biol381	Αναγκαιότητα.
biol382	(έκρηξη)
biol383	Το τηλέφωνο είναι για μένα.
biol384	Το τηλέφωνο είναι για σένα.
biol385	Βούρκος.
biol386	Τραγούδα το, αδελφή μου.
biol387	Εμπρός, εμπρός, ΕΜΠΡΟΣ!
biol388	Τη βρίσκεις.
biol389	Σαν, έκρηξη!
biol390	Πάρτυ!
bima391	Εϊ, έκλεψες το ποίημα μου!
biol392	Δες το σαν φόρο τιμής.
biol393	Εϊ, οι λέξεις δεν είναι ιδιοκτησία σου, Daddy.
biol394	Όλοι οι μεγάλοι καλλιτέχνες κλέβουν.
biol395	Ωω, ήταν καλύτερο με τον τρόπο που το έκανα εγώ, έτσι και αλλιώς!
bima106	...δοκιμή... δοκιμή...
bima107	ΕΝΤΑΞΕΙ! ΠΟΙΟΣ ΕΙΝΑΙ ΕΤΟΙΜΟΣ ΓΙΑ ROCK AND ROLL;
bima108	Ίσως αργότερα, τότε. Ok;
bima109	Καλησπέρα. Θα ήθελα να διαβάσω ένα ποίημα.
bima110	Θα ήθελα να διαβάσω ένα άλλο ποίημα.
bima111	Λοιπόν, τι συμβαίνει με το φαγητό του αεροπλάνου τελικά;
bima112	Εννοώ... είναι τόσο... λίγο και... όχι τόσο καλό.
bial113	Προσπαθεί να είναι αστείος;
bigu114	Δεν υπάρχει τίποτα αστείο στο να είσαι πεθαμένος, σύντροφε!
bisl115	Η ζωή είναι πόνος, ο θάνατος χειρότερα!
bisl116	Η αίσθηση του χιούμορ πρέπει να μου έπεσε στη νεκροφόρα!
bima117	Ξέρει κανένας εκεί έξω που μπορώ να βρω μερικά εργαλεία;
bigu118	Δοκίμασε στις αποβάθρες, αδερφέ.
bial119	Το μόνο εργαλείο εδώ μέσα είσαι εσύ!
bisl120	Ναι, εργαλείο της κυβέρνησης, ψευτο-γαλλικό κλειδί του Μεγάλου!
bima121	Υπάρχει κάποιος Anselmo Naranja στο κοινό απόψε;
bigu122	Είναι στο σπίτι του Toto.
bial123	Αν δεν έχει λιποθυμήσει κάτω από καμιά αποβάθρα!
bima124	Εϊ, μπορεί κανείς εκεί κάτω να με βοηθήσει να μπω στο ναυτικό σωματείο;
bigu125	Εϊ, εμείς οργανώνουμε την εργασία...
bial126	Δεν τη σαμποτάρουμε!
bima127	Orale! Ήσουν φοβερό κοινό. Καληνύχτα, Rubacava! 
bima128	Τέλος
bigu129	Σε ακούμε, Daddy!
bial130	Σσσσσστ!
bisl131	Σσσσσστ! Σσστ!
bima132	Gracias! Muchisimas gracias.
bima133	Τραλαλά.
bima134	Ντουμπι ντουυυυ...
bima135	Μοναδικότητα.
bima136	Ολότητα
bima137	Παντοτινότητα.
bima138	Τα δόντια μου...
bima139	Το Σκοτάδι...
bima140	...κόκαλα... κόκαλα... κόκαλα...
bima141	...στάχτες σε στάχτες...
bima142	Πονάω.
bima143	Γιατί;
bima144	Ή μήπως είναι;
bima145	Μπορείς να δεις αυτό που μυρίζω;
bima146	Είσαι εσύ; Ή είμαι εγώ εσύ;
bima147	Το Κέντρο...
bima148	Αργοπορεί..
bima149	Αυτοί, εκείνοι.
bima150	Σημαίνει!
bima151	Τίποτα.
bima152	Γυναίκα;
bima153	Μπορείς να ακούσεις το βάσανό μου;
bima154	...άφεση!
bima155	Χα!
bima156	...και αύριο;
bima157	Δεν είμαι νεκρός.
bima158	Είμαι κάτι παραπάνω από νεκρός.
bima159	Κουλουριάζομαι σε μια γροθιά.
bima160	Οι ρωγμές στο κρανίο μου...
bima161	Χε, χε, χε, Δεν γελάω από χαρά..
bima162	Είμαι άρρωστος, και για αυτό εγώ είμαι ο υγειής.
bima163	Σήκω πάνω!
bima164	Συγχυστείτε!
bima165	Σπάστε τον καθρέφτη με τη σιωπή σας...
bima166	...ένα, πετρωμένο δάκρυ...
bima167	...για ποιο σκοπό;
bima168	Ακούει Εκείνος; ΕΔΩ;
bima169	Μπορεί να είναι χθες;
bima170	Συγχώρησε αυτές τις πέντε αμαρτίες...
bima171	Να τρως μόνο αράχνες και φύλλα...
bima172	...αηδιαστικό...
bima173	...ματαιότητα...
bima174	...ομορφιά, μια στρογγυλότητα;
bima175	...μέσα σε ένα όνειρο, μέσα σε ένα όνειρο μέσα σε ένα όνειρο...
bima176	Σκότωσε τον πόνο. Πόνος. Σκότωσε.
bima177	Το ψέμα.
bima178	Είμαι η αποτυχία σου.
bima179	Αγνόησε με.
bima180	...σου τρώω το μυαλό...
bima181	Ωω, ναι.
bima182	...και τι χειρότερο...
bima183	Bee-bop.
bima184	Ske-bee bop, BOP! Ske-bee bop, BOP!
bima185	Με άκουσες.
bima186	Εγώ, ο ίδιος..
bima187	Εσωτερικότητα.
bima188	Παρατηρώντας.
bima189	Ξύπνα.
bima190	Πέφτοντας...
bima191	ΜΠΟΡΕΙΣ ΝΑ ΜΕ ΑΚΟΥΣΕΙΣ ΠΟΥ ΔΕΝ ΛΕΩ ΤΙΠΟΤΑ;
bima192	Έκρηξη.
bima193	Yo soy un hombre sincero.
bima194	...γυρνώντας το πολεμικό καράβι...
bima195	Μην χαϊδεύεις τη γάτα έτσι.
bima196	Είμαι πολύ συγκινημένος!
bima197	Μου το είπες στον ύπνο σου.
bima198	Δεν μπορώ να το αντέξω...
bima199	Είχατε χαϊδευτικά ονόματα ο ένας για τον άλλον;
bima200	Στο σφαγείο της ψυχής μου...
bima201	Ζητώ βοήθεια...
bima202	Πονώντας.
bima203	Μόνος.
bima204	Εκλιπαρώ για απογοήτευση.
bima205	Ενοποίησε, επανόρθωσε.
bima206	Κάν'το, μωρό μου.
bima207	Κάν'το.
bima208	...και για πάντα...
bima209	Θλιβερό.
bima210	Αναγκαιότητα.
bima211	Έκρηηηξηηηηη...μπάνγκ.
bima212	Το τηλέφωνο είναι για μένα.
bima213	Το τηλέφωνο είναι για σένα.
bima214	Βούρκος.
bima215	Τραγούδα το, αδελφή μου.
bima216	Έτσι, έτσι, ΕΤΣΙ!
bima217	Τη βρίσκεις.
bima218	Σαν, έκρηξη!
bima219	Πάρτυ!
bkbw001	Μόνο μια σταγόνα θα σε ξεράνει!
bkbw002	Εϊ, δικέ μου. Δε με είδες να βάζω το μυστικό συστατικό στους εκτοξευτές φέρετρων, με είδες;
bkma003	Χαλάρωσε. Έτσι και αλλιώς η Olivia μου έκλεψε τη συνταγή.
bkbw004	Ναιιιι...κλέβει από τους πλούσιους, και δίνει σε μένα, το φτωχό...
bktx005	sink
bkma006	Ο νεροχύτης είναι γεμάτος με βρώμικο νερό ναργιλέ.
bkma008	Δεν πρόκειται να πιω βρώμικο νερό ναργιλέ, και δεν μπορώ να το μεταφέρω με τα χέρια.
bktx009	dishwasher
bkma010	Τίποτα μέσα στο πλυντήριο πιάτων.
bkma012	Δεν θέλω να ακουστώ σαν τον καπιταλιστή δυνάστη, αλλά έχω άλλους να το κάνουν αυτό για μένα τώρα.
bktx013	cleaning supplies
bkma014	Δεν μου δίνεται την εντύπωση ότι αυτές οι προμήθειες καθαρισμού χρησιμοποιούνται και πολύ εδώ γύρω.
bkma015	Δεν μου χρειάζονται ένα κάρο προμήθειες καθαρισμού.
bkma016	’σε το σερβιτόρο να καθαρίσει μόνος του.
bktx017	dishes
bkma027	Ακόμα δεν τα καθάρισαν αυτά;
bkma018	Αυτά τα πιάτα είναι σιχαμερά.
bkma019	Τα βρώμικα πιάτα μπορούν να μείνουν εκεί που είναι.
bkma020	Δεν πρόκειται να φάω από βρώμικα πιάτα, και δεν πρόκειται να τα καθαρίσω.
bktx021	garbage
bkma022	Ωωωωω... σκουπίδια φαγητών.
bkma024	Μόλις σκεφτώ μια χρήση για σκουπίδια φαγητού, θα τη δοκιμάσω.
bktx028	keg
bkma029	"Για σφηνάκια σε φέρετρα 1-2-3: Απλά γέμισε, χαλάρωσε, και σέρβιρε!"
bkma030	Θα το έκανα, αλλά δε μου αρέσει να ρουφάω ζελατίνη κατευθείαν από την κάνουλα.
bktx025	door
bkma026	Προσοχή, γιατί παραμέσα υπάρχουν επαναστάτες.
setx001	door
setx002	hatch
sema003	Εδώ είναι που ο Toto Santos εφαρμόζει την ανελέητη, παρόλα αυτά όμορφη τέχνη του.
sima001	Ποτέ μην με βάλεις κάτω από αυτό το πράγμα.
sima002	Ναι.
sito003	Αα, περίμενε ένα λεπτό.
sito004	AΧ AΧ AΧ! Φύγε μακριά από αυτό!
sito005	Όχι, όχι! Μα τι κάνεις;
sito006	Πιάσ'το πάλι, και θα σου μείνει στο χέρι!
sito007	’νθρωποι για φίλημα; 
sito008	Zzzzzzzz.
sito009	Zzzzzzzz.
sito010	Zzzzzzzz.
sito011	...Lola...
sito012	...Μείνε ακίνητη...
sito013	...σταμάτα να κινείσαι...
sito014	...τα χρώματα κοστίζουν περισσότερο...
sito015	...δεν βλάπτει...
sito016	...σταμάτα να κλαψουρίζεις...
sito017	...βούλωσε το στόμα σου...
sito018	...Θα σε σκοτώσω...
sito019	...Είμαι... Είμαι καλλιτέχνης...
sito020	...εσύ ΖΗΤΗΣΕΣ λαγουδάκι...
sito021	...δεν φταίω εγώ...
sito022	...η μητέρα σου θα το λατρέψει...
sima023	Σου λέει τίποτα αυτό;
sito024	Εννοείς, εκτός από το τραγούδι, και το ποίημα, και το bar, και το άγαλμα με αυτό το όνομα;
